Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,08-03-2020,,,,,,,,
B28H1883,003,06-02-2017,86,-37,1892,,,,,,
B28H1883,003,07-02-2017,87,-36,1891,,,,,,
B28H1883,003,08-02-2017,88,-35,1890,,,,,,
B28H1883,003,09-02-2017,89,-34,1889,,,,,,
B28H1883,003,10-02-2017,89,-34,1889,,,,,,
B28H1883,003,11-02-2017,90,-33,1888,,,,,,
B28H1883,003,12-02-2017,91,-32,1887,,,,,,
B28H1883,003,13-02-2017,91,-32,1887,,,,,,
B28H1883,003,14-02-2017,91,-32,1887,,,,,,
B28H1883,003,15-02-2017,92,-31,1886,,,,,,
B28H1883,003,16-02-2017,91,-32,1887,,,,,,
B28H1883,003,17-02-2017,89,-34,1889,,,,,,
B28H1883,003,18-02-2017,89,-34,1889,,,,,,
B28H1883,003,19-02-2017,89,-34,1889,,,,,,
B28H1883,003,20-02-2017,88,-35,1890,,,,,,
B28H1883,003,21-02-2017,83,-40,1895,,,,,,
B28H1883,003,22-02-2017,80,-43,1898,,,,,,
B28H1883,003,23-02-2017,68,-55,1910,,,,,,
B28H1883,003,24-02-2017,69,-54,1909,,,,,,
B28H1883,003,25-02-2017,72,-51,1906,,,,,,
B28H1883,003,26-02-2017,72,-51,1906,,,,,,
B28H1883,003,27-02-2017,74,-49,1904,,,,,,
B28H1883,003,28-02-2017,70,-53,1908,,,,,,
B28H1883,003,01-03-2017,71,-52,1907,,,,,,
B28H1883,003,02-03-2017,68,-55,1910,,,,,,
B28H1883,003,03-03-2017,69,-54,1909,,,,,,
B28H1883,003,04-03-2017,71,-52,1907,,,,,,
B28H1883,003,05-03-2017,69,-54,1909,,,,,,
B28H1883,003,06-03-2017,71,-52,1907,,,,,,
B28H1883,003,07-03-2017,74,-49,1904,,,,,,
B28H1883,003,08-03-2017,73,-50,1905,,,,,,
B28H1883,003,09-03-2017,67,-56,1911,,,,,,
B28H1883,003,10-03-2017,71,-52,1907,,,,,,
B28H1883,003,11-03-2017,73,-50,1905,,,,,,
B28H1883,003,12-03-2017,76,-47,1902,,,,,,
B28H1883,003,13-03-2017,79,-44,1899,,,,,,
B28H1883,003,14-03-2017,80,-43,1898,,,,,,
B28H1883,003,15-03-2017,82,-41,1896,,,,,,
B28H1883,003,16-03-2017,83,-40,1895,,,,,,
B28H1883,003,17-03-2017,83,-40,1895,,,,,,
B28H1883,003,18-03-2017,75,-48,1903,,,,,,
B28H1883,003,19-03-2017,73,-50,1905,,,,,,
B28H1883,003,20-03-2017,72,-51,1906,,,,,,
B28H1883,003,21-03-2017,69,-54,1909,,,,,,
B28H1883,003,22-03-2017,74,-49,1904,,,,,,
B28H1883,003,23-03-2017,77,-46,1901,,,,,,
B28H1883,003,24-03-2017,81,-42,1897,,,,,,
B28H1883,003,25-03-2017,83,-40,1895,,,,,,
B28H1883,003,26-03-2017,84,-39,1894,,,,,,
B28H1883,003,27-03-2017,86,-37,1892,,,,,,
B28H1883,003,28-03-2017,87,-36,1891,,,,,,
B28H1883,003,29-03-2017,87,-36,1891,,,,,,
B28H1883,003,30-03-2017,88,-35,1890,,,,,,
B28H1883,003,31-03-2017,88,-35,1890,,,,,,
B28H1883,003,01-04-2017,89,-34,1889,,,,,,
B28H1883,003,02-04-2017,90,-33,1888,,,,,,
B28H1883,003,03-04-2017,92,-31,1886,,,,,,
B28H1883,003,04-04-2017,93,-30,1885,,,,,,
B28H1883,003,05-04-2017,94,-29,1884,,,,,,
B28H1883,003,06-04-2017,95,-28,1883,,,,,,
B28H1883,003,07-04-2017,95,-28,1883,,,,,,
B28H1883,003,08-04-2017,96,-27,1882,,,,,,
B28H1883,003,09-04-2017,98,-25,1880,,,,,,
B28H1883,003,10-04-2017,98,-25,1880,,,,,,
B28H1883,003,11-04-2017,100,-23,1878,,,,,,
B28H1883,003,12-04-2017,99,-24,1879,,,,,,
B28H1883,003,13-04-2017,97,-26,1881,,,,,,
B28H1883,003,14-04-2017,99,-24,1879,,,,,,
B28H1883,003,15-04-2017,99,-24,1879,,,,,,
B28H1883,003,16-04-2017,101,-22,1877,,,,,,
B28H1883,003,17-04-2017,101,-22,1877,,,,,,
B28H1883,003,18-04-2017,100,-23,1878,,,,,,
B28H1883,003,19-04-2017,102,-21,1876,,,,,,
B28H1883,003,20-04-2017,103,-20,1875,,,,,,
B28H1883,003,21-04-2017,103,-20,1875,,,,,,
B28H1883,003,22-04-2017,103,-20,1875,,,,,,
B28H1883,003,23-04-2017,104,-19,1874,,,,,,
B28H1883,003,24-04-2017,104,-19,1874,,,,,,
B28H1883,003,25-04-2017,101,-22,1877,,,,,,
B28H1883,003,26-04-2017,103,-20,1875,,,,,,
B28H1883,003,27-04-2017,105,-18,1873,,,,,,
B28H1883,003,28-04-2017,105,-18,1873,,,,,,
B28H1883,003,29-04-2017,104,-19,1874,,,,,,
B28H1883,003,30-04-2017,106,-17,1872,,,,,,
B28H1883,003,01-05-2017,107,-16,1871,,,,,,
B28H1883,003,02-05-2017,107,-16,1871,,,,,,
B28H1883,003,03-05-2017,102,-21,1876,,,,,,
B28H1883,003,04-05-2017,104,-19,1874,,,,,,
B28H1883,003,05-05-2017,104,-19,1874,,,,,,
B28H1883,003,06-05-2017,105,-18,1873,,,,,,
B28H1883,003,07-05-2017,108,-15,1870,,,,,,
B28H1883,003,08-05-2017,109,-14,1869,,,,,,
B28H1883,003,09-05-2017,111,-12,1867,,,,,,
B28H1883,003,10-05-2017,110,-13,1868,,,,,,
B28H1883,003,11-05-2017,112,-11,1866,,,,,,
B28H1883,003,12-05-2017,108,-15,1870,,,,,,
B28H1883,003,13-05-2017,110,-13,1868,,,,,,
B28H1883,003,14-05-2017,113,-10,1865,,,,,,
B28H1883,003,15-05-2017,115,-8,1863,,,,,,
B28H1883,003,16-05-2017,118,-5,1860,,,,,,
B28H1883,003,17-05-2017,119,-4,1859,,,,,,
B28H1883,003,18-05-2017,121,-2,1857,,,,,,
B28H1883,003,19-05-2017,120,-3,1858,,,,,,
B28H1883,003,20-05-2017,120,-3,1858,,,,,,
B28H1883,003,21-05-2017,123,0,1855,,,,,,
B28H1883,003,22-05-2017,124,1,1854,,,,,,
B28H1883,003,23-05-2017,128,5,1850,,,,,,
B28H1883,003,24-05-2017,129,6,1849,,,,,,
B28H1883,003,25-05-2017,131,8,1847,,,,,,
B28H1883,003,26-05-2017,133,10,1845,,,,,,
B28H1883,003,27-05-2017,138,15,1840,,,,,,
B28H1883,003,28-05-2017,135,12,1843,,,,,,
B28H1883,003,29-05-2017,136,13,1842,,,,,,
B28H1883,003,30-05-2017,140,17,1838,,,,,,
B28H1883,003,31-05-2017,143,20,1835,,,,,,
B28H1883,003,01-06-2017,145,22,1833,,,,,,
B28H1883,003,02-06-2017,149,26,1829,,,,,,
B28H1883,003,03-06-2017,149,26,1829,,,,,,
B28H1883,003,04-06-2017,150,27,1828,,,,,,
B28H1883,003,05-06-2017,151,28,1827,,,,,,
B28H1883,003,06-06-2017,151,28,1827,,,,,,
B28H1883,003,07-06-2017,151,28,1827,,,,,,
B28H1883,003,08-06-2017,152,29,1826,,,,,,
B28H1883,003,09-06-2017,151,28,1827,,,,,,
B28H1883,003,10-06-2017,148,25,1830,,,,,,
B28H1883,003,11-06-2017,152,29,1826,,,,,,
B28H1883,003,12-06-2017,154,31,1824,,,,,,
B28H1883,003,13-06-2017,155,32,1823,,,,,,
B28H1883,003,14-06-2017,156,33,1822,,,,,,
B28H1883,003,15-06-2017,160,37,1818,,,,,,
B28H1883,003,16-06-2017,161,38,1817,,,,,,
B28H1883,003,17-06-2017,161,38,1817,,,,,,
B28H1883,003,18-06-2017,163,40,1815,,,,,,
B28H1883,003,19-06-2017,167,44,1811,,,,,,
B28H1883,003,20-06-2017,170,47,1808,,,,,,
B28H1883,003,21-06-2017,170,47,1808,,,,,,
B28H1883,003,22-06-2017,175,52,1803,,,,,,
B28H1883,003,23-06-2017,175,52,1803,,,,,,
B28H1883,003,24-06-2017,173,50,1805,,,,,,
B28H1883,003,25-06-2017,167,44,1811,,,,,,
B28H1883,003,26-06-2017,165,42,1813,,,,,,
B28H1883,003,27-06-2017,168,45,1810,,,,,,
B28H1883,003,28-06-2017,165,42,1813,,,,,,
B28H1883,003,29-06-2017,161,38,1817,,,,,,
B28H1883,003,30-06-2017,156,33,1822,,,,,,
B28H1883,003,01-07-2017,153,30,1825,,,,,,
B28H1883,003,02-07-2017,153,30,1825,,,,,,
B28H1883,003,03-07-2017,157,34,1821,,,,,,
B28H1883,003,04-07-2017,160,37,1818,,,,,,
B28H1883,003,05-07-2017,163,40,1815,,,,,,
B28H1883,003,06-07-2017,166,43,1812,,,,,,
B28H1883,003,07-07-2017,168,45,1810,,,,,,
B28H1883,003,08-07-2017,169,46,1809,,,,,,
B28H1883,003,09-07-2017,171,48,1807,,,,,,
B28H1883,003,10-07-2017,172,49,1806,,,,,,
B28H1883,003,11-07-2017,170,47,1808,,,,,,
B28H1883,003,12-07-2017,156,33,1822,,,,,,
B28H1883,003,13-07-2017,150,27,1828,,,,,,
B28H1883,003,14-07-2017,153,30,1825,,,,,,
B28H1883,003,15-07-2017,153,30,1825,,,,,,
B28H1883,003,16-07-2017,154,31,1824,,,,,,
B28H1883,003,17-07-2017,156,33,1822,,,,,,
B28H1883,003,18-07-2017,160,37,1818,,,,,,
B28H1883,003,19-07-2017,164,41,1814,,,,,,
B28H1883,003,20-07-2017,163,40,1815,,,,,,
B28H1883,003,21-07-2017,166,43,1812,,,,,,
B28H1883,003,22-07-2017,169,46,1809,,,,,,
B28H1883,003,23-07-2017,164,41,1814,,,,,,
B28H1883,003,24-07-2017,158,35,1820,,,,,,
B28H1883,003,25-07-2017,152,29,1826,,,,,,
B28H1883,003,26-07-2017,148,25,1830,,,,,,
B28H1883,003,27-07-2017,151,28,1827,,,,,,
B28H1883,003,28-07-2017,155,32,1823,,,,,,
B28H1883,003,29-07-2017,157,34,1821,,,,,,
B28H1883,003,30-07-2017,159,36,1819,,,,,,
B28H1883,003,31-07-2017,158,35,1820,,,,,,
B28H1883,003,01-08-2017,161,38,1817,,,,,,
B28H1883,003,02-08-2017,162,39,1816,,,,,,
B28H1883,003,03-08-2017,163,40,1815,,,,,,
B28H1883,003,04-08-2017,167,44,1811,,,,,,
B28H1883,003,05-08-2017,168,45,1810,,,,,,
B28H1883,003,06-08-2017,170,47,1808,,,,,,
B28H1883,003,07-08-2017,172,49,1806,,,,,,
B28H1883,003,08-08-2017,174,51,1804,,,,,,
B28H1883,003,09-08-2017,172,49,1806,,,,,,
B28H1883,003,10-08-2017,175,52,1803,,,,,,
B28H1883,003,11-08-2017,172,49,1806,,,,,,
B28H1883,003,12-08-2017,168,45,1810,,,,,,
B28H1883,003,13-08-2017,166,43,1812,,,,,,
B28H1883,003,14-08-2017,170,47,1808,,,,,,
B28H1883,003,15-08-2017,173,50,1805,,,,,,
B28H1883,003,16-08-2017,146,23,1832,,,,,,
B28H1883,003,17-08-2017,147,24,1831,,,,,,
B28H1883,003,18-08-2017,144,21,1834,,,,,,
B28H1883,003,19-08-2017,142,19,1836,,,,,,
B28H1883,003,20-08-2017,140,17,1838,,,,,,
B28H1883,003,21-08-2017,143,20,1835,,,,,,
B28H1883,003,22-08-2017,145,22,1833,,,,,,
B28H1883,003,23-08-2017,149,26,1829,,,,,,
B28H1883,003,24-08-2017,152,29,1826,,,,,,
B28H1883,003,25-08-2017,154,31,1824,,,,,,
B28H1883,003,26-08-2017,155,32,1823,,,,,,
B28H1883,003,27-08-2017,158,35,1820,,,,,,
B28H1883,003,28-08-2017,162,39,1816,,,,,,
B28H1883,003,29-08-2017,164,41,1814,,,,,,
B28H1883,003,30-08-2017,164,41,1814,,,,,,
B28H1883,003,31-08-2017,157,34,1821,,,,,,
B28H1883,003,01-09-2017,156,33,1822,,,,,,
B28H1883,003,02-09-2017,158,35,1820,,,,,,
B28H1883,003,03-09-2017,158,35,1820,,,,,,
B28H1883,003,04-09-2017,161,38,1817,,,,,,
B28H1883,003,05-09-2017,164,41,1814,,,,,,
B28H1883,003,06-09-2017,160,37,1818,,,,,,
B28H1883,003,07-09-2017,157,34,1821,,,,,,
B28H1883,003,08-09-2017,154,31,1824,,,,,,
B28H1883,003,09-09-2017,137,14,1841,,,,,,
B28H1883,003,10-09-2017,133,10,1845,,,,,,
B28H1883,003,11-09-2017,137,14,1841,,,,,,
B28H1883,003,12-09-2017,139,16,1839,,,,,,
B28H1883,003,13-09-2017,134,11,1844,,,,,,
B28H1883,003,14-09-2017,135,12,1843,,,,,,
B28H1883,003,15-09-2017,128,5,1850,,,,,,
B28H1883,003,16-09-2017,129,6,1849,,,,,,
B28H1883,003,17-09-2017,130,7,1848,,,,,,
B28H1883,003,18-09-2017,130,7,1848,,,,,,
B28H1883,003,19-09-2017,128,5,1850,,,,,,
B28H1883,003,20-09-2017,128,5,1850,,,,,,
B28H1883,003,21-09-2017,130,7,1848,,,,,,
B28H1883,003,22-09-2017,132,9,1846,,,,,,
B28H1883,003,23-09-2017,132,9,1846,,,,,,
B28H1883,003,24-09-2017,133,10,1845,,,,,,
B28H1883,003,25-09-2017,134,11,1844,,,,,,
B28H1883,003,26-09-2017,135,12,1843,,,,,,
B28H1883,003,27-09-2017,135,12,1843,,,,,,
B28H1883,003,28-09-2017,136,13,1842,,,,,,
B28H1883,003,29-09-2017,134,11,1844,,,,,,
B28H1883,003,30-09-2017,120,-3,1858,,,,,,
B28H1883,003,01-10-2017,107,-16,1871,,,,,,
B28H1883,003,02-10-2017,111,-12,1867,,,,,,
B28H1883,003,03-10-2017,115,-8,1863,,,,,,
B28H1883,003,04-10-2017,117,-6,1861,,,,,,
B28H1883,003,05-10-2017,107,-16,1871,,,,,,
B28H1883,003,06-10-2017,106,-17,1872,,,,,,
B28H1883,003,07-10-2017,105,-18,1873,,,,,,
B28H1883,003,08-10-2017,98,-25,1880,,,,,,
B28H1883,003,09-10-2017,101,-22,1877,,,,,,
B28H1883,003,10-10-2017,100,-23,1878,,,,,,
B28H1883,003,11-10-2017,102,-21,1876,,,,,,
B28H1883,003,12-10-2017,105,-18,1873,,,,,,
B28H1883,003,13-10-2017,107,-16,1871,,,,,,
B28H1883,003,14-10-2017,109,-14,1869,,,,,,
B28H1883,003,15-10-2017,110,-13,1868,,,,,,
B28H1883,003,16-10-2017,112,-11,1866,,,,,,
B28H1883,003,17-10-2017,113,-10,1865,,,,,,
B28H1883,003,18-10-2017,112,-11,1866,,,,,,
B28H1883,003,19-10-2017,113,-10,1865,,,,,,
B28H1883,003,20-10-2017,111,-12,1867,,,,,,
B28H1883,003,21-10-2017,109,-14,1869,,,,,,
B28H1883,003,22-10-2017,106,-17,1872,,,,,,
B28H1883,003,23-10-2017,101,-22,1877,,,,,,
B28H1883,003,24-10-2017,103,-20,1875,,,,,,
B28H1883,003,25-10-2017,103,-20,1875,,,,,,
B28H1883,003,26-10-2017,104,-19,1874,,,,,,
B28H1883,003,27-10-2017,105,-18,1873,,,,,,
B28H1883,003,28-10-2017,105,-18,1873,,,,,,
B28H1883,003,29-10-2017,102,-21,1876,,,,,,
B28H1883,003,30-10-2017,105,-18,1873,,,,,,
B28H1883,003,31-10-2017,105,-18,1873,,,,,,
B28H1883,003,01-11-2017,103,-20,1875,,,,,,
B28H1883,003,02-11-2017,104,-19,1874,,,,,,
B28H1883,003,03-11-2017,105,-18,1873,,,,,,
B28H1883,003,04-11-2017,105,-18,1873,,,,,,
B28H1883,003,05-11-2017,105,-18,1873,,,,,,
B28H1883,003,06-11-2017,108,-15,1870,,,,,,
B28H1883,003,07-11-2017,107,-16,1871,,,,,,
B28H1883,003,08-11-2017,107,-16,1871,,,,,,
B28H1883,003,09-11-2017,108,-15,1870,,,,,,
B28H1883,003,10-11-2017,105,-18,1873,,,,,,
B28H1883,003,11-11-2017,93,-30,1885,,,,,,
B28H1883,003,12-11-2017,91,-32,1887,,,,,,
B28H1883,003,13-11-2017,92,-31,1886,,,,,,
B28H1883,003,14-11-2017,94,-29,1884,,,,,,
B28H1883,003,15-11-2017,95,-28,1883,,,,,,
B28H1883,003,16-11-2017,95,-28,1883,,,,,,
B28H1883,003,17-11-2017,95,-28,1883,,,,,,
B28H1883,003,18-11-2017,95,-28,1883,,,,,,
B28H1883,003,19-11-2017,94,-29,1884,,,,,,
B28H1883,003,20-11-2017,93,-30,1885,,,,,,
B28H1883,003,21-11-2017,82,-41,1896,,,,,,
B28H1883,003,22-11-2017,81,-42,1897,,,,,,
B28H1883,003,23-11-2017,84,-39,1894,,,,,,
B28H1883,003,24-11-2017,82,-41,1896,,,,,,
B28H1883,003,25-11-2017,82,-41,1896,,,,,,
B28H1883,003,26-11-2017,83,-40,1895,,,,,,
B28H1883,003,27-11-2017,79,-44,1899,,,,,,
B28H1883,003,28-11-2017,77,-46,1901,,,,,,
B28H1883,003,29-11-2017,79,-44,1899,,,,,,
B28H1883,003,30-11-2017,81,-42,1897,,,,,,
B28H1883,003,01-12-2017,84,-39,1894,,,,,,
B28H1883,003,02-12-2017,86,-37,1892,,,,,,
B28H1883,003,03-12-2017,84,-39,1894,,,,,,
B28H1883,003,04-12-2017,83,-40,1895,,,,,,
B28H1883,003,05-12-2017,84,-39,1894,,,,,,
B28H1883,003,06-12-2017,85,-38,1893,,,,,,
B28H1883,003,07-12-2017,85,-38,1893,,,,,,
B28H1883,003,08-12-2017,79,-44,1899,,,,,,
B28H1883,003,09-12-2017,77,-46,1901,,,,,,
B28H1883,003,10-12-2017,71,-52,1907,,,,,,
B28H1883,003,11-12-2017,70,-53,1908,,,,,,
B28H1883,003,12-12-2017,71,-52,1907,,,,,,
B28H1883,003,13-12-2017,67,-56,1911,,,,,,
B28H1883,003,14-12-2017,63,-60,1915,,,,,,
B28H1883,003,15-12-2017,66,-57,1912,,,,,,
B28H1883,003,16-12-2017,70,-53,1908,,,,,,
B28H1883,003,17-12-2017,73,-50,1905,,,,,,
B28H1883,003,18-12-2017,68,-55,1910,,,,,,
B28H1883,003,19-12-2017,71,-52,1907,,,,,,
B28H1883,003,20-12-2017,70,-53,1908,,,,,,
B28H1883,003,21-12-2017,71,-52,1907,,,,,,
B28H1883,003,22-12-2017,73,-50,1905,,,,,,
B28H1883,003,23-12-2017,74,-49,1904,,,,,,
B28H1883,003,24-12-2017,75,-48,1903,,,,,,
B28H1883,003,25-12-2017,75,-48,1903,,,,,,
B28H1883,003,26-12-2017,75,-48,1903,,,,,,
B28H1883,003,27-12-2017,75,-48,1903,,,,,,
B28H1883,003,28-12-2017,78,-45,1900,,,,,,
B28H1883,003,29-12-2017,79,-44,1899,,,,,,
B28H1883,003,30-12-2017,74,-49,1904,,,,,,
B28H1883,003,31-12-2017,69,-54,1909,,,,,,
B28H1883,003,01-01-2018,63,-60,1915,,,,,,
B28H1883,003,02-01-2018,64,-59,1914,,,,,,
B28H1883,003,03-01-2018,60,-63,1918,,,,,,
B28H1883,003,04-01-2018,61,-62,1917,,,,,,
B28H1883,003,05-01-2018,62,-61,1916,,,,,,
B28H1883,003,06-01-2018,65,-58,1913,,,,,,
B28H1883,003,07-01-2018,69,-54,1909,,,,,,
B28H1883,003,08-01-2018,71,-52,1907,,,,,,
B28H1883,003,09-01-2018,72,-51,1906,,,,,,
B28H1883,003,10-01-2018,72,-51,1906,,,,,,
B28H1883,003,11-01-2018,72,-51,1906,,,,,,
B28H1883,003,12-01-2018,74,-49,1904,,,,,,
B28H1883,003,13-01-2018,75,-48,1903,,,,,,
B28H1883,003,14-01-2018,76,-47,1902,,,,,,
B28H1883,003,15-01-2018,76,-47,1902,,,,,,
B28H1883,003,16-01-2018,64,-59,1914,,,,,,
B28H1883,003,17-01-2018,62,-61,1916,,,,,,
B28H1883,003,18-01-2018,58,-65,1920,,,,,,
B28H1883,003,19-01-2018,64,-59,1914,,,,,,
B28H1883,003,20-01-2018,65,-58,1913,,,,,,
B28H1883,003,21-01-2018,66,-57,1912,,,,,,
B28H1883,003,22-01-2018,66,-57,1912,,,,,,
B28H1883,003,23-01-2018,69,-54,1909,,,,,,
B28H1883,003,24-01-2018,69,-54,1909,,,,,,
B28H1883,003,25-01-2018,68,-55,1910,,,,,,
B28H1883,003,26-01-2018,70,-53,1908,,,,,,
B28H1883,003,27-01-2018,72,-51,1906,,,,,,
B28H1883,003,28-01-2018,72,-51,1906,,,,,,
B28H1883,003,29-01-2018,73,-50,1905,,,,,,
B28H1883,003,30-01-2018,69,-54,1909,,,,,,
B28H1883,003,31-01-2018,67,-56,1911,,,,,,
B28H1883,003,01-02-2018,67,-56,1911,,,,,,
B28H1883,003,02-02-2018,64,-59,1914,,,,,,
B28H1883,003,03-02-2018,65,-58,1913,,,,,,
B28H1883,003,04-02-2018,69,-54,1909,,,,,,
B28H1883,003,05-02-2018,70,-53,1908,,,,,,
B28H1883,003,06-02-2018,72,-51,1906,,,,,,
B28H1883,003,07-02-2018,75,-48,1903,,,,,,
B28H1883,003,08-02-2018,79,-44,1899,,,,,,
B28H1883,003,09-02-2018,79,-44,1899,,,,,,
B28H1883,003,10-02-2018,79,-44,1899,,,,,,
B28H1883,003,11-02-2018,73,-50,1905,,,,,,
B28H1883,003,12-02-2018,71,-52,1907,,,,,,
B28H1883,003,13-02-2018,70,-53,1908,,,,,,
B28H1883,003,14-02-2018,72,-51,1906,,,,,,
B28H1883,003,15-02-2018,71,-52,1907,,,,,,
B28H1883,003,16-02-2018,73,-50,1905,,,,,,
B28H1883,003,17-02-2018,74,-49,1904,,,,,,
B28H1883,003,18-02-2018,77,-46,1901,,,,,,
B28H1883,003,19-02-2018,76,-47,1902,,,,,,
B28H1883,003,20-02-2018,79,-44,1899,,,,,,
B28H1883,003,21-02-2018,80,-43,1898,,,,,,
B28H1883,003,22-02-2018,81,-42,1897,,,,,,
B28H1883,003,23-02-2018,81,-42,1897,,,,,,
B28H1883,003,24-02-2018,83,-40,1895,,,,,,
B28H1883,003,25-02-2018,85,-38,1893,,,,,,
B28H1883,003,26-02-2018,86,-37,1892,,,,,,
B28H1883,003,27-02-2018,87,-36,1891,,,,,,
B28H1883,003,28-02-2018,88,-35,1890,,,,,,
B28H1883,003,01-03-2018,90,-33,1888,,,,,,
B28H1883,003,02-03-2018,91,-32,1887,,,,,,
B28H1883,003,03-03-2018,94,-29,1884,,,,,,
B28H1883,003,04-03-2018,93,-30,1885,,,,,,
B28H1883,003,05-03-2018,91,-32,1887,,,,,,
B28H1883,003,06-03-2018,89,-34,1889,,,,,,
B28H1883,003,07-03-2018,88,-35,1890,,,,,,
B28H1883,003,08-03-2018,83,-40,1895,,,,,,
B28H1883,003,09-03-2018,81,-42,1897,,,,,,
B28H1883,003,10-03-2018,78,-45,1900,,,,,,
B28H1883,003,11-03-2018,78,-45,1900,,,,,,
B28H1883,003,12-03-2018,79,-44,1899,,,,,,
B28H1883,003,13-03-2018,76,-47,1902,,,,,,
B28H1883,003,14-03-2018,76,-47,1902,,,,,,
B28H1883,003,15-03-2018,77,-46,1901,,,,,,
B28H1883,003,16-03-2018,77,-46,1901,,,,,,
B28H1883,003,17-03-2018,78,-45,1900,,,,,,
B28H1883,003,18-03-2018,82,-41,1896,,,,,,
B28H1883,003,19-03-2018,85,-38,1893,,,,,,
B28H1883,003,20-03-2018,86,-37,1892,,,,,,
B28H1883,003,21-03-2018,86,-37,1892,,,,,,
B28H1883,003,22-03-2018,82,-41,1896,,,,,,
B28H1883,003,23-03-2018,81,-42,1897,,,,,,
B28H1883,003,24-03-2018,83,-40,1895,,,,,,
B28H1883,003,25-03-2018,86,-37,1892,,,,,,
B28H1883,003,26-03-2018,87,-36,1891,,,,,,
B28H1883,003,27-03-2018,88,-35,1890,,,,,,
B28H1883,003,28-03-2018,87,-36,1891,,,,,,
B28H1883,003,29-03-2018,75,-48,1903,,,,,,
B28H1883,003,30-03-2018,72,-51,1906,,,,,,
B28H1883,003,31-03-2018,71,-52,1907,,,,,,
B28H1883,003,01-04-2018,73,-50,1905,,,,,,
B28H1883,003,02-04-2018,75,-48,1903,,,,,,
B28H1883,003,03-04-2018,77,-46,1901,,,,,,
B28H1883,003,04-04-2018,79,-44,1899,,,,,,
B28H1883,003,05-04-2018,75,-48,1903,,,,,,
B28H1883,003,06-04-2018,78,-45,1900,,,,,,
B28H1883,003,07-04-2018,81,-42,1897,,,,,,
B28H1883,003,08-04-2018,83,-40,1895,,,,,,
B28H1883,003,09-04-2018,84,-39,1894,,,,,,
B28H1883,003,10-04-2018,86,-37,1892,,,,,,
B28H1883,003,11-04-2018,88,-35,1890,,,,,,
B28H1883,003,12-04-2018,89,-34,1889,,,,,,
B28H1883,003,13-04-2018,91,-32,1887,,,,,,
B28H1883,003,14-04-2018,92,-31,1886,,,,,,
B28H1883,003,15-04-2018,89,-34,1889,,,,,,
B28H1883,003,16-04-2018,91,-32,1887,,,,,,
B28H1883,003,17-04-2018,94,-29,1884,,,,,,
B28H1883,003,18-04-2018,96,-27,1882,,,,,,
B28H1883,003,19-04-2018,97,-26,1881,,,,,,
B28H1883,003,20-04-2018,98,-25,1880,,,,,,
B28H1883,003,21-04-2018,99,-24,1879,,,,,,
B28H1883,003,22-04-2018,100,-23,1878,,,,,,
B28H1883,003,23-04-2018,101,-22,1877,,,,,,
B28H1883,003,24-04-2018,101,-22,1877,,,,,,
B28H1883,003,25-04-2018,102,-21,1876,,,,,,
B28H1883,003,26-04-2018,102,-21,1876,,,,,,
B28H1883,003,27-04-2018,104,-19,1874,,,,,,
B28H1883,003,28-04-2018,105,-18,1873,,,,,,
B28H1883,003,29-04-2018,105,-18,1873,,,,,,
B28H1883,003,30-04-2018,86,-37,1892,,,,,,
B28H1883,003,01-05-2018,86,-37,1892,,,,,,
B28H1883,003,02-05-2018,90,-33,1888,,,,,,
B28H1883,003,03-05-2018,94,-29,1884,,,,,,
B28H1883,003,04-05-2018,98,-25,1880,,,,,,
B28H1883,003,05-05-2018,101,-22,1877,,,,,,
B28H1883,003,06-05-2018,104,-19,1874,,,,,,
B28H1883,003,07-05-2018,106,-17,1872,,,,,,
B28H1883,003,08-05-2018,109,-14,1869,,,,,,
B28H1883,003,09-05-2018,112,-11,1866,,,,,,
B28H1883,003,10-05-2018,114,-9,1864,,,,,,
B28H1883,003,11-05-2018,114,-9,1864,,,,,,
B28H1883,003,12-05-2018,117,-6,1861,,,,,,
B28H1883,003,13-05-2018,116,-7,1862,,,,,,
B28H1883,003,14-05-2018,107,-16,1871,,,,,,
B28H1883,003,15-05-2018,113,-10,1865,,,,,,
B28H1883,003,16-05-2018,115,-8,1863,,,,,,
B28H1883,003,17-05-2018,118,-5,1860,,,,,,
B28H1883,003,18-05-2018,120,-3,1858,,,,,,
B28H1883,003,19-05-2018,121,-2,1857,,,,,,
B28H1883,003,20-05-2018,123,0,1855,,,,,,
B28H1883,003,21-05-2018,126,3,1852,,,,,,
B28H1883,003,22-05-2018,128,5,1850,,,,,,
B28H1883,003,23-05-2018,125,2,1853,,,,,,
B28H1883,003,24-05-2018,131,8,1847,,,,,,
B28H1883,003,25-05-2018,132,9,1846,,,,,,
B28H1883,003,26-05-2018,135,12,1843,,,,,,
B28H1883,003,27-05-2018,139,16,1839,,,,,,
B28H1883,003,28-05-2018,137,14,1841,,,,,,
B28H1883,003,29-05-2018,141,18,1837,,,,,,
B28H1883,003,30-05-2018,130,7,1848,,,,,,
B28H1883,003,31-05-2018,134,11,1844,,,,,,
B28H1883,003,01-06-2018,130,7,1848,,,,,,
B28H1883,003,02-06-2018,129,6,1849,,,,,,
B28H1883,003,03-06-2018,131,8,1847,,,,,,
B28H1883,003,04-06-2018,132,9,1846,,,,,,
B28H1883,003,05-06-2018,134,11,1844,,,,,,
